dataset_id,treat_id,trials,Y_obs,Y_mis,treat
1371,1,25034,412,447,Control
1372,1,24798,420,421,Control
1372,2,25202,471,438,Treatment
1373,1,25045,400,455,Control
1373,2,24955,399,412,Treatment
1374,1,24956,428,450,Control
1374,2,25044,440,443,Treatment
1375,2,25114,438,468,Treatment
1375,1,24886,421,450,Control
1376,2,24865,439,413,Treatment
1376,1,25135,439,439,Control
1377,2,25122,423,472,Treatment
1377,1,24878,410,395,Control
1378,1,25080,450,424,Control
1378,2,24920,427,449,Treatment
1379,1,25199,445,404,Control
1379,2,24801,416,449,Treatment
1380,2,25074,427,430,Treatment
1380,1,24926,442,411,Control
1381,1,24967,412,430,Control
1381,2,25033,434,427,Treatment
1382,2,25003,440,455,Treatment
1382,1,24997,421,417,Control
1383,2,25165,430,424,Treatment
1383,1,24835,405,422,Control
1384,2,24886,394,449,Treatment
1384,1,25114,373,440,Control
1385,1,24949,439,414,Control
1385,2,25051,429,491,Treatment
1386,1,25022,436,433,Control
1386,2,24978,415,426,Treatment
1387,1,25071,426,477,Control
1387,2,24929,396,455,Treatment
1388,2,25162,397,472,Treatment
1388,1,24838,406,458,Control
1389,1,24920,441,436,Control
1389,2,25080,426,403,Treatment
1390,1,24857,440,417,Control
1390,2,25143,469,452,Treatment
1391,2,25080,426,396,Treatment
1391,1,24920,438,479,Control
1392,2,25028,413,423,Treatment
1392,1,24972,447,427,Control
1393,2,24973,432,461,Treatment
1393,1,25027,419,436,Control
1394,1,25080,450,453,Control
1394,2,24920,439,440,Treatment
1395,2,25093,478,472,Treatment
1395,1,24907,426,445,Control
1396,1,25121,431,456,Control
1396,2,24879,439,442,Treatment
1397,1,25077,449,431,Control
1397,2,24923,451,438,Treatment
1398,1,24793,428,423,Control
1398,2,25207,461,438,Treatment
1399,2,24911,451,438,Treatment
1399,1,25089,444,462,Control
1400,2,25083,448,444,Treatment
1400,1,24917,449,477,Control
1401,1,25077,433,441,Control
1401,2,24923,409,452,Treatment
1402,1,24988,434,370,Control
1402,2,25012,419,452,Treatment
1403,1,24984,445,433,Control
1403,2,25016,427,459,Treatment
1404,1,25014,442,411,Control
1404,2,24986,470,453,Treatment
1405,1,24817,423,400,Control
1405,2,25183,439,487,Treatment
1406,1,25050,453,428,Control
1406,2,24950,452,440,Treatment
1407,1,24938,437,440,Control
1407,2,25062,435,450,Treatment
1408,1,24975,412,438,Control
1408,2,25025,467,456,Treatment
1409,2,25133,452,472,Treatment
1409,1,24867,405,427,Control
1410,1,25095,429,427,Control
1410,2,24905,423,463,Treatment
1411,1,25059,466,427,Control
1411,2,24941,455,455,Treatment
1412,2,25037,430,430,Treatment
1412,1,24963,426,437,Control
1413,2,24922,482,418,Treatment
1413,1,25078,434,414,Control
1414,2,25126,434,421,Treatment
1414,1,24874,428,422,Control
1415,2,25201,433,451,Treatment
1415,1,24799,467,436,Control
1416,1,24940,458,403,Control
1416,2,25060,403,447,Treatment
1417,2,25087,423,451,Treatment
1417,1,24913,426,436,Control
1418,1,24878,444,400,Control
1418,2,25122,477,458,Treatment
1419,2,25042,444,427,Treatment
1419,1,24958,435,425,Control
1420,1,25028,418,411,Control
1420,2,24972,440,431,Treatment
1421,2,25140,449,477,Treatment
1421,1,24860,453,427,Control
1422,2,25156,415,415,Treatment
1422,1,24844,425,451,Control
1423,2,25054,449,507,Treatment
1423,1,24946,444,444,Control
1424,1,24806,428,415,Control
1424,2,25194,450,449,Treatment
1425,1,25151,421,419,Control
1425,2,24849,444,426,Treatment
1426,2,24978,400,419,Treatment
1426,1,25022,436,475,Control
1427,2,25114,415,433,Treatment
1427,1,24886,408,431,Control
1428,1,25175,405,435,Control
1428,2,24825,405,427,Treatment
1429,1,24824,433,452,Control
1429,2,25176,480,452,Treatment
1430,1,24954,443,459,Control
1430,2,25046,433,429,Treatment
1431,1,24892,440,419,Control
1431,2,25108,432,459,Treatment
1432,1,24948,462,494,Control
1432,2,25052,460,439,Treatment
1433,2,24800,426,472,Treatment
1433,1,25200,445,412,Control
1434,1,25084,440,425,Control
1434,2,24916,413,403,Treatment
1435,1,25092,447,433,Control
1435,2,24908,449,448,Treatment
1436,2,24888,428,429,Treatment
1436,1,25112,438,414,Control
1437,1,24995,428,441,Control
1437,2,25005,418,433,Treatment
1438,1,24992,453,439,Control
1438,2,25008,402,398,Treatment
1439,2,24912,464,404,Treatment
1439,1,25088,425,424,Control
1440,2,24817,462,432,Treatment
1440,1,25183,468,407,Control
1441,1,24974,426,404,Control
1441,2,25026,475,443,Treatment
1442,2,24995,421,427,Treatment
1442,1,25005,430,441,Control
1443,1,25118,452,437,Control
1443,2,24882,404,437,Treatment
1444,1,24826,420,453,Control
1444,2,25174,444,425,Treatment
1445,1,24996,461,464,Control
1445,2,25004,383,421,Treatment
1446,1,25179,426,443,Control
1446,2,24821,415,456,Treatment
1447,2,24968,451,450,Treatment
1447,1,25032,443,467,Control
1448,2,24858,461,398,Treatment
1448,1,25142,469,476,Control
1449,1,25015,454,448,Control
1449,2,24985,429,400,Treatment
1450,2,24947,408,458,Treatment
1450,1,25053,410,434,Control
1451,2,25085,424,484,Treatment
1451,1,24915,449,427,Control
1452,1,25112,470,432,Control
1452,2,24888,445,452,Treatment
1453,1,25098,452,399,Control
1453,2,24902,435,439,Treatment
1454,1,25100,422,388,Control
1454,2,24900,440,385,Treatment
1455,2,24949,407,433,Treatment
1455,1,25051,433,468,Control
1456,1,25026,492,433,Control
1456,2,24974,402,500,Treatment
1457,2,25026,397,442,Treatment
1457,1,24974,402,412,Control
1458,2,24973,437,460,Treatment
1458,1,25027,466,424,Control
1459,2,24846,426,455,Treatment
1459,1,25154,440,432,Control
1460,2,25033,433,463,Treatment
1460,1,24967,429,415,Control
1461,1,25092,458,421,Control
1461,2,24908,468,427,Treatment
1462,1,24983,426,434,Control
1462,2,25017,457,422,Treatment
1463,2,24973,441,396,Treatment
1463,1,25027,424,447,Control
1464,2,25037,440,418,Treatment
1464,1,24963,398,435,Control
1465,1,24921,464,442,Control
1465,2,25079,412,411,Treatment
1466,1,24961,388,433,Control
1466,2,25039,437,460,Treatment
1467,1,24977,497,397,Control
1467,2,25023,442,434,Treatment
1468,2,25059,437,432,Treatment
1468,1,24941,401,454,Control
1469,1,24948,408,410,Control
1469,2,25052,436,423,Treatment
1470,2,25060,449,453,Treatment
1470,1,24940,454,442,Control
1471,1,24888,407,429,Control
1471,2,25112,414,400,Treatment
1472,2,25171,452,448,Treatment
1472,1,24829,415,411,Control
1473,1,24783,415,436,Control
1473,2,25217,440,458,Treatment
1474,1,24954,460,432,Control
1474,2,25046,404,432,Treatment
1475,2,24910,436,453,Treatment
1475,1,25090,425,446,Control
1476,2,24846,402,387,Treatment
1476,1,25154,451,468,Control
1477,1,25132,443,472,Control
1477,2,24868,465,403,Treatment
1478,1,25180,431,467,Control
1478,2,24820,455,455,Treatment
1479,2,25147,425,440,Treatment
1479,1,24853,420,399,Control
1480,2,24865,414,432,Treatment
1480,1,25135,408,436,Control
1481,2,24930,485,416,Treatment
1481,1,25070,447,440,Control
1482,2,24852,410,418,Treatment
1482,1,25148,461,388,Control
1483,1,24973,485,457,Control
1483,2,25027,426,428,Treatment
1484,1,24850,434,482,Control
1484,2,25150,464,449,Treatment
1485,2,25109,445,440,Treatment
1485,1,24891,442,434,Control
1486,2,24868,402,448,Treatment
1486,1,25132,443,463,Control
1487,1,25030,409,440,Control
1487,2,24970,447,449,Treatment
1488,2,25034,443,420,Treatment
1488,1,24966,434,432,Control
1489,2,25082,409,474,Treatment
1489,1,24918,436,421,Control
1490,1,25055,422,438,Control
1490,2,24945,414,416,Treatment
1491,1,25025,396,414,Control
1491,2,24975,419,460,Treatment
1492,1,24968,422,443,Control
1492,2,25032,439,422,Treatment
1493,2,24962,442,453,Treatment
1493,1,25038,443,445,Control
1494,1,24804,434,417,Control
1494,2,25196,433,449,Treatment
1495,2,25123,442,474,Treatment
1495,1,24877,394,442,Control
1496,2,25019,446,403,Treatment
1496,1,24981,418,401,Control
1497,2,25077,430,448,Treatment
1497,1,24923,444,465,Control
1498,1,25102,430,422,Control
1498,2,24898,402,423,Treatment
1499,2,24925,443,446,Treatment
1499,1,25075,418,401,Control
1500,1,25033,432,445,Control
1500,2,24967,440,455,Treatment
1501,2,24950,399,431,Treatment
1501,1,25050,435,417,Control
1502,2,24992,444,407,Treatment
1502,1,25008,480,467,Control
1503,2,24973,431,425,Treatment
1503,1,25027,433,402,Control
1504,1,25061,394,430,Control
1504,2,24939,474,469,Treatment
1505,1,24884,425,425,Control
1505,2,25116,399,456,Treatment
1506,2,24945,392,453,Treatment
1506,1,25055,431,410,Control
1507,1,24745,411,388,Control
1507,2,25255,465,422,Treatment
1508,1,25023,470,465,Control
1508,2,24977,445,434,Treatment
1509,1,24909,462,442,Control
1509,2,25091,452,437,Treatment
1510,2,25035,447,405,Treatment
1510,1,24965,467,444,Control
1511,1,24975,417,435,Control
1511,2,25025,403,439,Treatment
1512,1,24941,435,448,Control
1512,2,25059,426,420,Treatment
1513,2,24948,463,435,Treatment
1513,1,25052,437,436,Control
1514,2,25034,424,438,Treatment
1514,1,24966,458,434,Control
1515,2,24853,404,413,Treatment
1515,1,25147,442,443,Control
1516,1,25261,431,398,Control
1516,2,24739,455,432,Treatment
1517,1,24818,434,436,Control
1517,2,25182,433,459,Treatment
1518,1,24918,423,419,Control
1518,2,25082,462,446,Treatment
1519,1,25035,454,412,Control
1519,2,24965,449,402,Treatment
1520,1,24886,443,459,Control
1520,2,25114,421,444,Treatment
1521,2,25136,426,423,Treatment
1521,1,24864,450,428,Control
1522,2,24865,427,438,Treatment
1522,1,25135,477,466,Control
1523,1,25046,443,433,Control
1523,2,24954,437,391,Treatment
1524,1,25129,460,455,Control
1524,2,24871,462,416,Treatment
1525,2,24993,454,449,Treatment
1525,1,25007,440,435,Control
1526,2,24860,472,452,Treatment
1526,1,25140,462,454,Control
1527,1,25164,463,455,Control
1527,2,24836,389,418,Treatment
1528,1,25025,440,458,Control
1528,2,24975,417,433,Treatment
1529,2,24963,431,440,Treatment
1529,1,25037,425,419,Control
1530,1,25026,395,433,Control
1530,2,24974,415,422,Treatment
1531,1,25085,415,391,Control
1531,2,24915,426,448,Treatment
1532,1,25007,418,411,Control
1532,2,24993,441,422,Treatment
1533,1,24969,424,451,Control
1533,2,25031,471,474,Treatment
1534,1,25029,438,430,Control
1534,2,24971,459,401,Treatment
1535,2,25024,465,429,Treatment
1535,1,24976,441,454,Control
1536,1,24946,448,398,Control
1536,2,25054,433,429,Treatment
1537,1,25129,458,476,Control
1537,2,24871,436,423,Treatment
1538,1,24788,422,424,Control
1538,2,25212,442,411,Treatment
1539,2,25002,481,434,Treatment
1539,1,24998,447,410,Control
1540,2,24994,437,459,Treatment
1540,1,25006,442,416,Control
1541,2,25038,427,434,Treatment
1541,1,24962,451,440,Control
1542,2,24858,407,406,Treatment
1542,1,25142,464,450,Control
1543,1,24903,433,394,Control
1543,2,25097,471,472,Treatment
1544,1,24975,439,456,Control
1544,2,25025,431,472,Treatment
1545,1,24968,424,405,Control
1545,2,25032,457,426,Treatment
1546,2,24895,478,431,Treatment
1546,1,25105,469,442,Control
1547,2,24862,496,442,Treatment
1547,1,25138,415,463,Control
1548,1,25121,422,436,Control
1548,2,24879,443,424,Treatment
1549,2,25019,441,410,Treatment
1549,1,24981,449,439,Control
1550,1,24912,473,393,Control
1550,2,25088,453,448,Treatment
1551,1,25014,450,433,Control
1551,2,24986,422,432,Treatment
1552,1,24799,417,427,Control
1552,2,25201,448,429,Treatment
1553,2,24894,448,429,Treatment
1553,1,25106,432,470,Control
1554,2,24875,421,430,Treatment
1554,1,25125,457,443,Control
1555,2,25088,457,435,Treatment
1555,1,24912,452,457,Control
1556,2,24944,400,450,Treatment
1556,1,25056,426,434,Control
1557,2,25199,407,426,Treatment
1557,1,24801,429,434,Control
1558,2,25166,456,450,Treatment
1558,1,24834,430,443,Control
1559,2,24891,458,452,Treatment
1559,1,25109,488,448,Control
1560,1,24988,422,464,Control
1560,2,25012,421,417,Treatment
1561,1,25039,445,433,Control
1561,2,24961,466,440,Treatment
1562,2,24768,448,435,Treatment
1562,1,25232,465,466,Control
1563,1,25060,456,465,Control
1563,2,24940,458,443,Treatment
1564,2,24971,437,407,Treatment
1564,1,25029,437,471,Control
1565,1,25202,476,462,Control
1565,2,24798,448,422,Treatment
1566,1,24994,449,422,Control
1566,2,25006,452,435,Treatment
1567,1,25078,438,420,Control
1567,2,24922,415,455,Treatment
1568,2,24931,427,407,Treatment
1568,1,25069,440,472,Control
1569,2,25015,449,419,Treatment
1569,1,24985,408,435,Control
1570,1,25069,454,433,Control
1570,2,24931,426,440,Treatment
1571,1,24896,422,414,Control
1571,2,25104,427,459,Treatment
1572,1,24871,415,421,Control
1572,2,25129,416,436,Treatment
1573,1,24918,416,442,Control
1573,2,25082,461,425,Treatment
1574,1,24968,411,419,Control
1574,2,25032,420,463,Treatment
1575,2,25149,461,442,Treatment
1575,1,24851,430,449,Control
1576,2,25087,440,434,Treatment
1576,1,24913,438,427,Control
1577,2,24979,430,453,Treatment
1577,1,25021,447,459,Control
1578,1,24821,418,430,Control
1578,2,25179,418,413,Treatment
1579,1,24801,421,431,Control
1579,2,25199,473,455,Treatment
1580,2,25055,461,458,Treatment
1580,1,24945,428,426,Control
1581,1,25132,402,392,Control
1581,2,24868,444,429,Treatment
1582,1,25146,415,437,Control
1582,2,24854,420,491,Treatment
1583,1,25092,427,435,Control
1583,2,24908,416,420,Treatment
1584,1,24988,422,421,Control
1584,2,25012,424,418,Treatment
1585,1,24816,452,431,Control
1585,2,25184,444,475,Treatment
1586,2,25165,423,438,Treatment
1586,1,24835,440,457,Control
1587,2,24931,455,397,Treatment
1587,1,25069,472,445,Control
1588,2,24807,416,429,Treatment
1588,1,25193,428,447,Control
1589,1,25001,462,472,Control
1589,2,24999,440,433,Treatment
1590,2,25054,422,444,Treatment
1590,1,24946,390,422,Control
1591,2,25049,391,447,Treatment
1591,1,24951,469,416,Control
1592,1,24891,402,454,Control
1592,2,25109,444,455,Treatment
1593,1,25014,430,421,Control
1593,2,24986,385,415,Treatment
1594,1,25091,440,430,Control
1594,2,24909,472,419,Treatment
1595,2,24978,430,396,Treatment
1595,1,25022,436,414,Control
1596,2,24762,410,442,Treatment
1596,1,25238,432,421,Control
1597,2,25078,432,420,Treatment
1597,1,24922,418,381,Control
1598,1,24855,421,474,Control
1598,2,25145,481,441,Treatment
1599,2,24886,412,435,Treatment
1599,1,25114,429,424,Control
1600,1,25051,418,433,Control
1600,2,24949,412,419,Treatment
1601,2,25131,452,435,Treatment
1601,1,24869,435,460,Control
1602,2,25141,483,452,Treatment
1602,1,24859,437,395,Control
1603,1,25072,423,452,Control
1603,2,24928,400,415,Treatment
1604,2,24881,414,432,Treatment
1604,1,25119,427,434,Control
1605,1,25051,413,450,Control
1605,2,24949,420,448,Treatment
1606,2,24822,424,445,Treatment
1606,1,25178,443,481,Control
1607,2,24939,419,407,Treatment
1607,1,25061,455,405,Control
1608,1,24858,418,436,Control
1608,2,25142,428,429,Treatment
1609,1,24826,447,439,Control
1609,2,25174,460,436,Treatment
1610,1,24736,465,433,Control
1610,2,25264,449,436,Treatment
1611,2,24952,451,417,Treatment
1611,1,25048,465,466,Control
1612,1,24783,473,417,Control
1612,2,25217,414,469,Treatment
1613,2,25106,446,422,Treatment
1613,1,24894,440,449,Control
1614,2,25002,483,410,Treatment
1614,1,24998,421,467,Control
1615,2,24970,447,401,Treatment
1615,1,25030,431,416,Control
1616,1,24991,454,419,Control
1616,2,25009,440,441,Treatment
1617,2,25059,449,451,Treatment
1617,1,24941,430,418,Control
1618,2,25088,454,454,Treatment
1618,1,24912,452,434,Control
1619,1,24955,423,428,Control
1619,2,25045,468,473,Treatment
1620,2,25035,405,442,Treatment
1620,1,24965,442,460,Control
1621,2,24953,401,449,Treatment
1621,1,25047,444,426,Control
1622,2,25362,437,450,Treatment
1622,1,24638,471,427,Control
1623,1,24842,453,437,Control
1623,2,25158,418,458,Treatment
1624,1,25168,439,463,Control
1624,2,24832,465,446,Treatment
1625,2,24991,437,427,Treatment
1625,1,25009,436,432,Control
1626,1,24964,446,435,Control
1626,2,25036,440,447,Treatment
1627,2,25089,480,411,Treatment
1627,1,24911,481,479,Control
1628,2,25063,398,424,Treatment
1628,1,24937,480,471,Control
1629,1,24916,421,428,Control
1629,2,25084,438,421,Treatment
1630,1,25121,440,428,Control
1630,2,24879,444,452,Treatment
1631,1,25150,425,398,Control
1631,2,24850,405,432,Treatment
1632,2,25153,442,456,Treatment
1632,1,24847,472,436,Control
1633,1,25044,438,447,Control
1633,2,24956,461,432,Treatment
1634,2,24901,433,449,Treatment
1634,1,25099,479,437,Control
1635,2,24824,452,447,Treatment
1635,1,25176,463,427,Control
1636,2,24956,441,424,Treatment
1636,1,25044,436,446,Control
1637,1,24927,434,450,Control
1637,2,25073,489,435,Treatment
1638,1,24967,457,409,Control
1638,2,25033,490,453,Treatment
1639,1,25116,429,459,Control
1639,2,24884,472,446,Treatment
1640,1,24909,433,443,Control
1640,2,25091,411,436,Treatment
1641,1,25099,415,450,Control
1641,2,24901,409,416,Treatment
1642,2,24933,425,440,Treatment
1642,1,25067,457,479,Control
1643,1,24987,452,464,Control
1643,2,25013,424,422,Treatment
1644,2,24856,406,462,Treatment
1644,1,25144,460,471,Control
1645,2,24976,470,444,Treatment
1645,1,25024,430,427,Control
1646,2,24978,425,440,Treatment
1646,1,25022,430,456,Control
1647,1,25018,435,436,Control
1647,2,24982,455,411,Treatment
1648,1,24990,412,435,Control
1648,2,25010,420,456,Treatment
1649,2,24927,484,452,Treatment
1649,1,25073,444,431,Control
1650,1,24877,449,434,Control
1650,2,25123,463,446,Treatment
1651,2,25131,448,445,Treatment
1651,1,24869,455,425,Control
1652,1,25047,454,490,Control
1652,2,24953,459,416,Treatment
1653,1,24979,386,410,Control
1653,2,25021,435,437,Treatment
1654,1,24877,469,443,Control
1654,2,25123,489,423,Treatment
1655,1,25163,464,430,Control
1655,2,24837,489,429,Treatment
1656,1,25007,455,429,Control
1656,2,24993,444,425,Treatment
1657,2,25011,464,436,Treatment
1657,1,24989,478,448,Control
1658,1,25121,470,432,Control
1658,2,24879,432,466,Treatment
1659,2,25033,481,434,Treatment
1659,1,24967,436,453,Control
1660,1,24937,432,482,Control
1660,2,25063,444,443,Treatment
1661,2,25090,450,433,Treatment
1661,1,24910,424,444,Control
1662,1,25022,422,437,Control
1662,2,24978,463,428,Treatment
1663,1,25108,420,424,Control
1663,2,24892,401,428,Treatment
1664,1,24975,451,442,Control
1664,2,25025,437,475,Treatment
1665,1,24948,395,406,Control
1665,2,25052,451,440,Treatment
1666,2,24985,448,424,Treatment
1666,1,25015,434,416,Control
1667,1,24993,458,409,Control
1667,2,25007,402,426,Treatment
1668,2,24842,454,439,Treatment
1668,1,25158,446,479,Control
1669,1,25088,426,417,Control
1669,2,24912,414,411,Treatment
1670,2,25225,402,444,Treatment
1670,1,24775,412,441,Control
1671,1,24916,431,409,Control
1671,2,25084,430,439,Treatment
1672,1,24941,428,455,Control
1672,2,25059,430,439,Treatment
1673,1,24747,407,420,Control
1673,2,25253,417,425,Treatment
1674,2,25147,461,435,Treatment
1674,1,24853,432,446,Control
1675,1,25105,429,442,Control
1675,2,24895,420,430,Treatment
1676,1,24956,433,450,Control
1676,2,25044,469,439,Treatment
1677,1,25046,446,401,Control
1677,2,24954,472,400,Treatment
1678,2,25150,470,457,Treatment
1678,1,24850,438,421,Control
1679,1,25122,411,405,Control
1679,2,24878,436,454,Treatment
1680,1,24905,417,403,Control
1680,2,25095,443,458,Treatment
1681,1,25117,463,428,Control
1681,2,24883,441,429,Treatment
1682,2,24930,423,428,Treatment
1682,1,25070,425,391,Control
1683,2,25127,452,418,Treatment
1683,1,24873,436,422,Control
1684,1,24906,415,424,Control
1684,2,25094,451,473,Treatment
1685,2,24862,402,408,Treatment
1685,1,25138,466,465,Control
1686,2,24985,462,444,Treatment
1686,1,25015,414,442,Control
1687,1,24939,418,441,Control
1687,2,25061,429,419,Treatment
1688,2,25022,416,427,Treatment
1688,1,24978,407,433,Control
1689,2,25090,429,445,Treatment
1689,1,24910,430,445,Control
1690,2,25262,453,474,Treatment
1690,1,24738,414,462,Control
1691,2,24973,440,413,Treatment
1691,1,25027,446,418,Control
1692,1,24989,425,433,Control
1692,2,25011,439,423,Treatment
1693,2,24961,422,373,Treatment
1693,1,25039,470,474,Control
1694,1,25000,466,442,Control
1694,2,25000,448,439,Treatment
1695,1,24899,459,456,Control
1695,2,25101,446,425,Treatment
1696,2,25074,446,439,Treatment
1696,1,24926,423,461,Control
1697,2,25119,463,479,Treatment
1697,1,24881,448,434,Control
1698,1,25098,465,436,Control
1698,2,24902,433,441,Treatment
1699,1,24931,426,460,Control
1699,2,25069,449,420,Treatment
1700,1,25109,460,444,Control
1700,2,24891,456,443,Treatment
1701,1,25199,438,412,Control
1701,2,24801,432,434,Treatment
1702,1,24934,426,456,Control
1702,2,25066,431,499,Treatment
1703,2,25129,457,407,Treatment
1703,1,24871,451,444,Control
1704,1,25118,427,443,Control
1704,2,24882,418,421,Treatment
1705,2,25050,437,459,Treatment
1705,1,24950,422,451,Control
1706,1,24927,418,433,Control
1706,2,25073,433,441,Treatment
1707,1,25049,444,458,Control
1707,2,24951,450,414,Treatment
1708,1,24979,453,424,Control
1708,2,25021,441,435,Treatment
1709,1,25033,436,439,Control
1709,2,24967,459,480,Treatment
1710,2,24853,426,421,Treatment
1710,1,25147,448,447,Control
1711,1,25090,487,466,Control
1711,2,24910,437,454,Treatment
1712,2,24976,479,430,Treatment
1712,1,25024,452,455,Control
1713,2,24959,429,437,Treatment
1713,1,25041,443,482,Control
1714,1,24877,459,423,Control
1714,2,25123,418,453,Treatment
1715,1,25059,438,462,Control
1715,2,24941,429,428,Treatment
1716,1,25012,454,438,Control
1716,2,24988,430,450,Treatment
1717,2,25014,457,432,Treatment
1717,1,24986,450,445,Control
1718,1,25197,448,454,Control
1718,2,24803,458,423,Treatment
1719,2,25085,432,430,Treatment
1719,1,24915,390,415,Control
1720,2,25174,451,422,Treatment
1720,1,24826,438,452,Control
1721,1,24985,483,442,Control
1721,2,25015,446,429,Treatment
1722,2,25104,404,418,Treatment
1722,1,24896,446,424,Control
1723,2,25090,432,442,Treatment
1723,1,24910,426,450,Control
1724,1,25024,428,381,Control
1724,2,24976,440,411,Treatment
1725,2,24840,434,435,Treatment
1725,1,25160,443,417,Control
1726,2,24936,425,413,Treatment
1726,1,25064,466,435,Control
1727,1,24998,402,465,Control
1727,2,25002,400,446,Treatment
1728,1,24864,408,398,Control
1728,2,25136,452,457,Treatment
1729,1,24952,437,435,Control
1729,2,25048,430,468,Treatment
1730,2,25096,435,438,Treatment
1730,1,24904,420,437,Control
1731,2,24669,442,430,Treatment
1731,1,25331,472,455,Control
1732,1,25135,453,490,Control
1732,2,24865,468,410,Treatment
1733,1,25079,412,439,Control
1733,2,24921,420,455,Treatment
1734,1,24922,465,475,Control
1734,2,25078,450,425,Treatment
1735,2,25112,442,474,Treatment
1735,1,24888,458,413,Control
1736,2,25069,418,429,Treatment
1736,1,24931,406,411,Control
1737,2,24898,412,416,Treatment
1737,1,25102,447,441,Control
1738,2,24878,437,464,Treatment
1738,1,25122,433,479,Control
1739,1,24975,446,450,Control
1739,2,25025,439,457,Treatment
1740,2,25018,464,435,Treatment
1740,1,24982,435,414,Control
1741,1,25032,456,475,Control
1741,2,24968,438,418,Treatment
1742,2,25093,442,430,Treatment
1742,1,24907,456,431,Control
1743,2,25011,432,471,Treatment
1743,1,24989,393,453,Control
1744,2,24933,403,415,Treatment
1744,1,25067,423,442,Control
1745,2,25072,445,488,Treatment
1745,1,24928,467,418,Control
1746,2,24943,421,473,Treatment
1746,1,25057,402,455,Control
1747,2,25145,437,452,Treatment
1747,1,24855,435,442,Control
1748,2,24879,435,442,Treatment
1748,1,25121,443,446,Control
1749,2,25237,463,478,Treatment
1749,1,24763,439,436,Control
1750,1,25030,429,435,Control
1750,2,24970,437,454,Treatment
1751,2,24861,445,432,Treatment
1751,1,25139,424,443,Control
1752,2,24996,423,438,Treatment
1752,1,25004,431,450,Control
1753,2,24948,427,438,Treatment
1753,1,25052,447,440,Control
1754,1,25046,435,495,Control
1754,2,24954,466,447,Treatment
1755,1,25019,443,442,Control
1755,2,24981,444,413,Treatment
1756,2,24933,445,399,Treatment
1756,1,25067,401,445,Control
1757,2,24868,416,414,Treatment
1757,1,25132,430,462,Control
1758,1,25120,408,441,Control
1758,2,24880,436,446,Treatment
1759,2,25026,436,460,Treatment
1759,1,24974,430,411,Control
1760,2,25066,451,484,Treatment
1760,1,24934,473,445,Control
1761,2,25067,445,421,Treatment
1761,1,24933,470,456,Control
1762,2,25093,464,445,Treatment
1762,1,24907,439,460,Control
1763,1,24884,441,444,Control
1763,2,25116,443,402,Treatment
1764,2,24910,453,424,Treatment
1764,1,25090,409,438,Control
1765,2,25043,422,444,Treatment
1765,1,24957,462,421,Control
1766,1,25007,425,408,Control
1766,2,24993,417,408,Treatment
1767,1,24999,433,443,Control
1767,2,25001,412,450,Treatment
1768,2,25309,417,438,Treatment
1768,1,24691,460,431,Control
1769,1,25036,403,456,Control
1769,2,24964,410,442,Treatment
1770,2,24967,454,429,Treatment
1770,1,25033,460,419,Control
1771,1,25004,407,424,Control
1771,2,24996,450,440,Treatment
1772,2,25093,423,465,Treatment
1772,1,24907,435,462,Control
1773,2,25066,445,450,Treatment
1773,1,24934,476,443,Control
1774,2,25171,478,403,Treatment
1774,1,24829,430,395,Control
1775,2,24902,470,406,Treatment
1775,1,25098,484,424,Control
1776,1,24996,446,450,Control
1776,2,25004,500,416,Treatment
1777,2,24993,435,452,Treatment
1777,1,25007,423,457,Control
1778,1,24980,405,455,Control
1778,2,25020,442,448,Treatment
1779,2,25040,450,449,Treatment
1779,1,24960,447,433,Control
1780,1,25081,411,478,Control
1780,2,24919,415,441,Treatment
1781,2,25158,449,450,Treatment
1781,1,24842,432,458,Control
1782,1,25059,428,465,Control
1782,2,24941,434,401,Treatment
1783,2,25033,411,464,Treatment
1783,1,24967,432,458,Control
1784,2,25050,448,409,Treatment
1784,1,24950,455,421,Control
1785,1,24937,445,455,Control
1785,2,25063,432,437,Treatment
1786,1,25036,446,419,Control
1786,2,24964,403,426,Treatment
1787,2,25121,402,421,Treatment
1787,1,24879,466,445,Control
1788,1,25197,458,444,Control
1788,2,24803,448,454,Treatment
1789,1,25172,436,430,Control
1789,2,24828,496,448,Treatment
1790,2,24931,433,433,Treatment
1790,1,25069,468,431,Control
1791,2,24928,432,438,Treatment
1791,1,25072,438,432,Control
1792,2,25165,440,452,Treatment
1792,1,24835,463,434,Control
1793,2,25026,485,459,Treatment
1793,1,24974,441,438,Control
1794,1,25069,426,461,Control
1794,2,24931,437,444,Treatment
1795,1,25093,442,439,Control
1795,2,24907,437,449,Treatment
1796,1,25224,439,460,Control
1796,2,24776,405,439,Treatment
1797,1,25013,419,389,Control
1797,2,24987,424,432,Treatment
1798,1,25067,405,420,Control
1798,2,24933,433,448,Treatment
1799,1,25011,434,450,Control
1799,2,24989,444,470,Treatment
1800,2,24730,418,434,Treatment
1800,1,25270,461,441,Control
1801,2,24883,429,447,Treatment
1801,1,25117,445,481,Control
1802,1,25118,462,433,Control
1802,2,24882,446,426,Treatment
1803,2,25104,454,409,Treatment
1803,1,24896,397,423,Control
1804,1,24962,491,445,Control
1804,2,25038,429,444,Treatment
1805,1,25109,448,442,Control
1805,2,24891,453,488,Treatment
1806,2,24855,450,444,Treatment
1806,1,25145,426,463,Control
1807,1,25145,463,440,Control
1807,2,24855,464,458,Treatment
